user_id,min,Q1,Q2,Q3,max,p1,p2,p3,p4,p5
55630.0,336.5,336.5,336.5,336.5,336.5,0.0,0.0,0.0,1.0,0.0
55631.0,204.5,204.5,204.5,204.5,204.5,0.0,0.0,0.0,1.0,0.0
55638.0,230.35000000000002,244.675,249.45,254.225,268.54999999999995,0.5,0.0,0.0,0.5,0.0
55642.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
55663.0,204.5,204.5,204.5,204.5,204.5,0.0,0.0,0.0,1.0,0.0
55674.0,212.8500000000001,395.325,456.15,516.9749999999999,699.4499999999998,0.5,0.0,0.0,0.5,0.0
55691.0,-152.16249999999997,54.575,157.05,192.4,399.1375,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
55708.0,233.7,233.7,233.7,233.7,233.7,0.0,0.0,0.0,1.0,0.0
55709.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,1.0,0.0
55710.0,93.8,93.8,93.8,93.8,93.8,0.0,0.0,0.0,1.0,0.0
55736.0,233.5,233.5,233.5,233.5,233.5,0.0,0.0,0.0,1.0,0.0
55739.0,451.6,451.6,451.6,451.6,451.6,0.0,0.0,0.0,1.0,0.0
55749.0,285.1,285.1,285.1,285.1,285.1,0.0,0.0,0.0,1.0,0.0
55751.0,43.65000000000006,171.3,212.0,256.4,384.04999999999995,0.0,0.5,0.25,0.25,0.0
55753.0,139.77500000000003,146.6,146.6,151.14999999999998,157.97499999999997,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
55760.0,110.72500000000001,130.0,130.0,142.85,162.125,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
55783.0,103.95000000000003,153.9,171.3,187.2,237.14999999999998,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0
55790.0,187.7,187.7,187.7,187.7,187.7,0.0,0.0,0.0,1.0,0.0
55796.0,209.875,223.9,223.9,233.25,247.27499999999998,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285
55799.0,111.7,186.1,197.15,235.7,310.09999999999997,0.2,0.3,0.1,0.3,0.1
55802.0,133.00000000000006,164.35000000000002,178.3,185.25,216.59999999999997,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.0
55808.0,138.86249999999995,188.92499999999998,207.45,222.3,272.36250000000007,0.3333333333333333,0.16666666666666666,0.0,0.5,0.0
55813.0,126.02500000000003,166.75,187.2,193.89999999999998,234.62499999999994,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
55832.0,-23.36250000000001,222.075,305.55,385.7,631.1375,0.25,0.25,0.0,0.5,0.0
55837.0,234.25,271.375,283.75,296.125,333.25,0.5,0.0,0.0,0.5,0.0
55839.0,149.32500000000005,171.3,171.3,185.95,207.92499999999995,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
55847.0,206.7,237.6,257.4,258.2,289.09999999999997,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
55853.0,41.34999999999998,145.9,197.7,215.60000000000002,320.15000000000003,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
55856.0,113.21249999999998,123.225,128.8,129.9,139.91250000000002,0.0,0.25,0.0,0.5,0.25
55881.0,179.4,179.4,179.4,179.4,179.4,0.0,0.0,0.0,1.0,0.0
55899.0,187.2,187.2,187.2,187.2,187.2,0.0,0.0,0.0,1.0,0.0
55918.0,163.35000000000002,175.275,179.25,183.225,195.14999999999998,0.5,0.0,0.0,0.5,0.0
55942.0,192.65,215.9,224.7,231.4,254.65,0.25,0.25,0.25,0.25,0.0
55946.0,129.9,129.9,129.9,129.9,129.9,0.0,0.0,0.0,1.0,0.0
55948.0,141.82500000000002,175.5,195.3,197.95,231.62499999999997,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
55953.0,48.44999999999999,131.7,155.7,187.2,270.45,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.0
55969.0,303.29999999999995,355.04999999999995,385.9,389.54999999999995,441.29999999999995,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
55973.0,87.3,87.3,87.3,87.3,87.3,0.0,0.0,0.0,1.0,0.0
55980.0,133.1875,187.375,205.0,223.5,277.6875,0.25,0.25,0.25,0.25,0.0
55987.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56002.0,247.6,247.6,247.6,247.6,247.6,0.0,0.0,0.0,1.0,0.0
56007.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
56012.0,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,1.0,0.0
56040.0,134.39999999999998,166.35,177.0,187.65,219.60000000000002,0.5,0.0,0.0,0.5,0.0
56047.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
56055.0,147.89999999999998,159.6,163.5,167.4,179.10000000000002,0.5,0.0,0.0,0.5,0.0
56061.0,163.75000000000006,175.07500000000002,178.85000000000002,182.625,193.95,0.5,0.0,0.0,0.5,0.0
56073.0,199.3,199.3,199.3,199.3,199.3,0.0,0.0,0.0,1.0,0.0
56079.0,256.3,256.3,256.3,256.3,256.3,0.0,0.0,0.0,1.0,0.0
56095.0,152.55,167.4,171.3,177.3,192.15000000000003,0.125,0.0,0.5,0.0,0.375
56106.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
56114.0,280.5500000000001,295.475,300.45,305.42499999999995,320.34999999999985,0.5,0.0,0.0,0.5,0.0
56116.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,1.0,0.0
56119.0,74.05,132.4,150.4,171.3,229.65000000000003,0.0,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.0
56125.0,130.0,130.0,130.0,130.0,130.0,0.0,0.0,0.0,1.0,0.0
56130.0,239.8,256.3,267.3,267.3,283.8,0.0,0.38461538461538464,0.0,0.38461538461538464,0.23076923076923078
56140.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56156.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56157.0,198.33749999999998,225.0,228.3,242.775,269.4375,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56158.0,179.27500000000003,209.95000000000002,220.05,230.4,261.075,0.25,0.25,0.25,0.25,0.0
56169.0,79.20000000000005,228.3,264.5,327.7,476.79999999999995,0.2,0.3,0.2,0.3,0.0
56174.0,145.00000000000006,184.45000000000002,197.60000000000002,210.75,250.2,0.5,0.0,0.0,0.5,0.0
56187.0,142.34999999999994,170.325,179.65,188.97500000000002,216.95000000000007,0.5,0.0,0.0,0.5,0.0
56191.0,487.7,487.7,487.7,487.7,487.7,0.0,0.0,0.0,1.0,0.0
56194.0,31.79999999999997,115.05,142.8,170.55,253.80000000000004,0.5,0.0,0.0,0.5,0.0
56197.0,106.45000000000007,189.47500000000002,217.15,244.825,327.8499999999999,0.5,0.0,0.0,0.5,0.0
56211.0,604.9,604.9,604.9,604.9,604.9,0.0,0.0,0.0,1.0,0.0
56219.0,204.5,204.5,204.5,204.5,204.5,0.0,0.0,0.0,1.0,0.0
56231.0,604.9,604.9,604.9,604.9,604.9,0.0,0.0,0.0,1.0,0.0
56244.0,132.29999999999995,155.7,167.8,171.3,194.70000000000005,0.0,0.4,0.2,0.4,0.0
56245.0,168.7249999999999,200.29999999999998,210.55,221.35000000000002,252.92500000000007,0.2,0.2,0.2,0.3,0.1
56250.0,211.77500000000006,239.3,256.3,257.65,285.17499999999995,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56269.0,217.8,217.8,217.8,217.8,217.8,0.0,0.0,0.0,1.0,0.0
56271.0,106.26249999999999,142.525,150.3,166.70000000000002,202.96250000000003,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
56287.0,43.287499999999994,208.55,261.8,318.725,483.98750000000007,0.25,0.25,0.25,0.25,0.0
56288.0,140.7,140.7,140.7,140.7,140.7,0.0,0.0,0.0,1.0,0.0
56290.0,127.7,127.7,127.7,127.7,127.7,0.0,0.0,0.0,1.0,0.0
56291.0,84.79999999999995,136.7,155.7,171.3,223.20000000000005,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0
56304.0,118.34999999999998,150.15,158.8,171.35000000000002,203.15000000000003,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0
56306.0,102.82500000000002,129.75,134.1,147.7,174.62499999999997,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0
56323.0,99.17499999999998,151.0,163.5,185.55,237.37500000000003,0.25,0.25,0.25,0.25,0.0
56325.0,157.45,200.875,215.35000000000002,229.82500000000002,273.25000000000006,0.5,0.0,0.0,0.5,0.0
56337.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
56348.0,69.87499999999999,142.85,191.5,191.5,264.475,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.0
56349.0,115.29999999999998,163.0,189.4,194.8,242.50000000000003,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56370.0,148.5,148.5,148.5,148.5,148.5,0.0,0.0,0.0,1.0,0.0
56377.0,290.65,371.125,397.95000000000005,424.77500000000003,505.2500000000001,0.5,0.0,0.0,0.5,0.0
56378.0,167.84999999999994,195.075,204.15,213.22500000000002,240.45000000000007,0.5,0.0,0.0,0.5,0.0
56392.0,251.87500000000006,274.975,283.0,290.375,313.47499999999997,0.25,0.25,0.25,0.25,0.0
56401.0,701.3,701.3,701.3,701.3,701.3,0.0,0.0,0.0,1.0,0.0
56415.0,105.89999999999998,138.6,149.5,160.4,193.10000000000002,0.5,0.0,0.0,0.5,0.0
56432.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56438.0,206.35000000000002,232.675,241.45,250.225,276.54999999999995,0.5,0.0,0.0,0.5,0.0
56442.0,126.54999999999993,170.27499999999998,184.85,199.425,243.15000000000006,0.5,0.0,0.0,0.5,0.0
56444.0,241.4,241.4,241.4,241.4,241.4,0.0,0.0,0.0,1.0,0.0
56454.0,67.60000000000004,140.8,147.7,189.6,262.79999999999995,0.0,0.4,0.2,0.4,0.0
56459.0,210.5125,240.85,259.0,261.075,291.41249999999997,0.0,0.0,0.5,0.25,0.25
56468.0,120.4,120.4,120.4,120.4,120.4,0.0,0.0,0.0,1.0,0.0
56479.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56480.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
56484.0,76.64999999999999,126.375,142.95,159.525,209.25,0.5,0.0,0.0,0.5,0.0
56486.0,115.99999999999997,141.2,152.9,158.0,183.20000000000002,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.18181818181818182
56488.0,182.96250000000003,195.3,197.95,203.525,215.8625,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0
56489.0,186.4,186.4,186.4,186.4,186.4,0.0,0.0,0.0,1.0,0.0
56493.0,218.45000000000007,262.85,292.2,292.45,336.8499999999999,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56532.0,128.5,128.5,128.5,128.5,128.5,0.0,0.0,0.0,1.0,0.0
56567.0,209.25000000000003,223.8,233.5,233.5,248.04999999999998,0.21739130434782608,0.2608695652173913,0.0,0.5217391304347826,0.0
56570.0,218.64999999999998,233.125,237.95,242.775,257.25,0.5,0.0,0.0,0.5,0.0
56575.0,259.0,259.0,259.0,259.0,259.0,0.0,0.0,0.0,1.0,0.0
56578.0,145.19999999999993,216.0,244.3,263.20000000000005,334.0000000000001,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56590.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
56600.0,162.6875,221.6,235.3,260.875,319.7875,0.3,0.2,0.2,0.1,0.2
56603.0,155.8,155.8,155.8,155.8,155.8,0.0,0.0,0.0,1.0,0.0
56606.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
56639.0,198.3,198.3,198.3,198.3,198.3,0.0,0.0,0.0,1.0,0.0
56659.0,297.1,297.1,297.1,297.1,297.1,0.0,0.0,0.0,1.0,0.0
56662.0,223.9,223.9,223.9,223.9,223.9,0.0,0.0,0.0,1.0,0.0
56669.0,320.7,320.7,320.7,320.7,320.7,0.0,0.0,0.0,1.0,0.0
56673.0,38.500000000000014,98.65,110.0,138.75,198.89999999999998,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56675.0,-66.59999999999994,168.675,179.25,325.525,560.8,0.3,0.2,0.2,0.1,0.2
56685.0,191.5,191.5,191.5,191.5,191.5,0.0,0.0,0.0,1.0,0.0
56690.0,68.6,106.39999999999999,119.0,131.6,169.4,0.5,0.0,0.0,0.5,0.0
56702.0,220.59999999999997,223.9,223.9,226.10000000000002,229.40000000000003,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
56705.0,117.1,138.1,148.5,152.1,173.1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56721.0,189.6,189.6,189.6,189.6,189.6,0.0,0.0,0.0,1.0,0.0
56722.0,257.8,257.8,257.8,257.8,257.8,0.0,0.0,0.0,1.0,0.0
56740.0,151.27500000000003,183.3,195.3,204.65,236.675,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
56755.0,155.7,155.7,155.7,155.7,155.7,0.0,0.0,0.0,1.0,0.0
56776.0,157.8,157.8,157.8,157.8,157.8,0.0,0.0,0.0,1.0,0.0
56778.0,191.5,191.5,191.5,191.5,191.5,0.0,0.0,0.0,1.0,0.0
56788.0,201.89999999999998,215.1,223.9,223.9,237.10000000000002,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666
56812.0,211.4,211.4,211.4,211.4,211.4,0.0,0.0,0.0,1.0,0.0
56820.0,-65.70000000000002,206.1,262.1,387.3,659.1,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385
56823.0,-243.9,219.6,528.6,528.6,992.1,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
56838.0,139.3,186.4,186.4,217.8,264.90000000000003,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
56846.0,162.7,162.7,162.7,162.7,162.7,0.0,0.0,0.0,1.0,0.0
56850.0,171.3,171.3,171.3,171.3,171.3,0.0,0.0,0.0,1.0,0.0
56866.0,120.4,120.4,120.4,120.4,120.4,0.0,0.0,0.0,1.0,0.0
56867.0,93.83750000000002,169.175,187.25,219.4,294.7375,0.25,0.25,0.25,0.25,0.0
56869.0,131.25,167.4,181.4,191.5,227.64999999999998,0.25,0.25,0.0,0.5,0.0
56877.0,210.79999999999993,221.89999999999998,225.6,229.3,240.40000000000006,0.5,0.0,0.0,0.5,0.0
