user_id,attracted
1.0,6.0
2.0,0.2
3.0,8.77584835630965
4.0,1.0
5.0,1.0
6.0,1.8333333333333335
7.0,8.766233766233766
8.0,3.0
9.0,6.95
10.0,9.377380952380953
11.0,19.697443408257612
12.0,1.0
13.0,1.0
14.0,3.966666666666667
15.0,1.0
16.0,10.759552538964304
17.0,4.909090909090909
18.0,0.9724137931034482
19.0,16.375
20.0,4.339494035033765
21.0,2.70141065830721
22.0,5.0
23.0,7.7272727272727275
24.0,1.0
25.0,7.031675932639825
26.0,8.0
27.0,1.0
28.0,6.5964985994397765
29.0,0.8329534662867997
30.0,0.4
31.0,0.9473684210526315
32.0,12.66983016983017
33.0,0.3
34.0,1.0
35.0,0.5
36.0,3.0
37.0,1.0
38.0,1.0
39.0,1.0
40.0,13.0
41.0,24.88888888888889
42.0,3.2488235294117644
43.0,7.0
44.0,9.0
45.0,4.650793650793651
46.0,4.964285714285714
47.0,9.0
48.0,0.6666666666666666
49.0,1.0
50.0,13.494505494505495
51.0,4.0
52.0,10.90909090909091
53.0,9.620121951219513
54.0,8.157142857142858
55.0,9.066666666666666
56.0,1.0
57.0,1.0
58.0,1.0
59.0,10.0
60.0,3.3555555555555556
61.0,4.882352941176471
62.0,11.255207537560478
63.0,2.4166666666666665
64.0,22.766727716727715
65.0,21.28687005503956
66.0,9.156296296296297
67.0,5.909090909090909
68.0,8.5311004784689
69.0,8.133068783068783
70.0,0.45454545454545453
71.0,13.25
72.0,0.5
73.0,2.60233918128655
74.0,7.214267676767677
75.0,9.25
76.0,4.764705882352941
77.0,3.9285714285714284
78.0,3.4545454545454546
79.0,2.857142857142857
80.0,17.757882952512105
81.0,20.237653522947642
82.0,1.0
83.0,0.4852941176470588
84.0,6.0
85.0,1.692434210526316
86.0,1.3676075268817203
87.0,4.638888888888889
88.0,2.96875
89.0,0.5
90.0,1.0
91.0,0.9615384615384616
92.0,5.0
93.0,6.6
94.0,1.0
95.0,4.916917293233083
96.0,2.409090909090909
97.0,2.0
98.0,1.7333333333333334
99.0,6.791666666666667
100.0,1.1369047619047619
101.0,3.8333333333333335
102.0,11.596153846153847
103.0,1.0
104.0,1.9166666666666665
105.0,7.76
106.0,18.81818181818182
107.0,10.0
108.0,1.3252032520325203
109.0,7.75
110.0,7.214285714285714
111.0,5.697684592846865
112.0,4.0
113.0,7.02020202020202
114.0,2.7777777777777777
115.0,3.022222222222222
116.0,1.0
117.0,0.5
118.0,1.0
119.0,4.8545454545454545
120.0,1.0
121.0,1.0
122.0,10.366666666666667
123.0,1.6428571428571428
124.0,11.542717086834733
125.0,1.0
126.0,1.0
127.0,2.9166666666666665
128.0,1.0
129.0,4.438330170777989
130.0,15.551515151515153
131.0,1.0
132.0,11.002380952380953
133.0,1.0
134.0,5.0
135.0,24.700396825396826
136.0,1.0
137.0,21.333333333333336
138.0,6.935483870967742
139.0,1.6666666666666665
140.0,2.869565217391304
